Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”,Name: “Table 1 of 1 on page 111 of 124”
Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111,Table: 111
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,BARREN SPRINGS VOL. FIRE,BARREN SPRINGS VOL. FIRE,BARREN SPRINGS VOL. FIRE,,,,,,,,,,
19701,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,9,13,4,4,5,8,2,5,4,10,5,5,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,0,3,0,0,0,0,1,0,1,0,11
19702,IVANHOE VOL. FIRE DEPT.,IVANHOE VOL. FIRE DEPT.,IVANHOE VOL. FIRE DEPT.,,,,,,,,,,
Count,7,5,2,1,2,5,7,7,3,8,5,6,58
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,1,0,0,0,3
,MAX MEADOWS VOL. FIRE,MAX MEADOWS VOL. FIRE,MAX MEADOWS VOL. FIRE,,,,,,,,,,
19703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,10,12,8,14,9,21,24,20,19,14,9,18,178
Exposures,0,0,0,0,0,5,0,0,0,0,0,0,5
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,2,0,0,0,0,0,1,0,3
,RURAL RETREAT VOL. FIRE,RURAL RETREAT VOL. FIRE,RURAL RETREAT VOL. FIRE,,,,,,,,,,
19704,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,15,18,4,14,15,10,7,11,8,7,17,11,137
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
Page 111 of 124,Page 111 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:52 EST 2011,Fri Mar 11 10:12:52 EST 2011
