Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”,Name: “Table 1 of 1 on page 4 of 124”
Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4,Table: 4
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00109,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,ONANCOCK VOL. FIRE DEPT.,,,,,,,,,,
Count,11,8,8,4,9,9,12,16,4,5,5,5,96
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,4,5,9,7,10,8,4,12,3,6,9,85
00110,MELFA VOL. FIRE DEPT.,MELFA VOL. FIRE DEPT.,,,,,,,,,,,
Count,6,15,5,7,8,10,6,7,7,8,3,24,106
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,7,13,3,5,11,3,4,3,4,3,65
,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,WACHAPREAGUE VOL. FIRE,,,,,,,,,,
00111,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,3,1,1,1,4,1,3,4,2,4,3,27
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,4,5,4,6,1,2,1,3,2,30
00112,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,PAINTER VOL. FIRE DEPT.,,,,,,,,,,
Count,5,7,6,10,12,9,26,8,11,5,6,13,118
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,9,3,5,5,5,15,3,3,5,5,17,75
Page 4 of 124,Page 4 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:53 EST 2011,Fri Mar 11 09:41:53 EST 2011
