Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”,Name: “Table 1 of 1 on page 34 of 124”
Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34,Table: 34
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,OLD HICKORY VOL. FIRE,OLD HICKORY VOL. FIRE,OLD HICKORY VOL. FIRE,,,,,,,,,,
05305,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,2,4,1,6,3,5,3,7,4,5,6,50
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,4,3,3,0,2,4,4,2,5,1,33
,TAPPAHANNOCK-ESSEX,TAPPAHANNOCK-ESSEX,TAPPAHANNOCK-ESSEX,,,,,,,,,,
05701,,,,,,,,,,,,,
,VOL. FIRE,,,,,,,,,,,,
Count,16,15,14,16,25,31,26,22,29,20,30,13,257
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,1,1,0,0,0,0,0,3
,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,FAIRFAX COUNTY FIRE AND,,,,,,,,,,
05900,,,,,,,,,,,,,
,RESCUE,,,,,,,,,,,,
Count,"6,844","6,895","6,657","6,682","7,217","7,215","7,114","6,999","6,964","6,865","6,570","7,182","83,204"
Exposures,1,0,1,1,4,2,5,0,4,1,2,2,23
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,468,366,393,419,437,455,419,448,396,431,405,405,"5,042"
,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,Fauquier Co. Dept of Fire/EMS,,,,,,,,,,
06100,,,,,,,,,,,,,
Count,8,10,10,10,5,7,6,9,3,5,4,8,85
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,6,3,3,2,2,0,1,5,2,2,3,29
Page 34 of 124,Page 34 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:56 EST 2011,Fri Mar 11 09:48:56 EST 2011
