Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”,Name: “Table 1 of 1 on page 60 of 124”
Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60,Table: 60
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
10501,JONESVILLE VOL. FIRE,JONESVILLE VOL. FIRE,,,,,,,,,,,
Count,1,0,0,0,0,0,0,3,0,0,0,0,4
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,PENNINGTON GAP VOL. FIRE,,,,,,,,,,
10503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,10,8,6,0,0,0,0,0,0,0,0,0,24
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,,,,,,,,,,
10504,,,,,,,,,,,,,
,#1,,,,,,,,,,,,
Count,1,1,1,5,2,3,3,2,1,4,3,4,30
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,4,0,0,0,3,0,0,0,0,0,8
,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,Thomas Walker Vol Fire Dept,,,,,,,,,,
10508,,,,,,,,,,,,,
,#2,,,,,,,,,,,,
Count,0,1,4,0,0,1,2,0,1,0,0,0,9
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,0,0,0,0,0,0,1,0,0,0,1,3
Aid Given,0,0,0,1,1,0,0,0,0,1,1,0,4
Page 60 of 124,Page 60 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:11 EST 2011,Fri Mar 11 10:01:11 EST 2011
