Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”,Name: “Table 1 of 1 on page 64 of 124”
Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64,Table: 64
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,LOVETTSVILLE VOL. FIRE,LOVETTSVILLE VOL. FIRE,LOVETTSVILLE VOL. FIRE,,,,,,,,,,
10712,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,28,35,10,26,22,10,0,0,0,1,22,12,166
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,2,0,2
,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,NEERSVILLE VOL. VOL. FIRE,,,,,,,,,,
10716,,,,,,,,,,,,,
,DEPT,,,,,,,,,,,,
Count,7,22,8,13,6,16,20,15,4,8,12,8,139
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,13,13,11,3,4,6,3,6,9,12,10,101
10901,BUMPASS VOL. FIRE DEPT.,BUMPASS VOL. FIRE DEPT.,BUMPASS VOL. FIRE DEPT.,,,,,,,,,,
Count,9,13,6,5,7,6,7,4,4,7,11,4,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,10,1,3,6,10,5,2,6,4,3,4,59
10902,HOLLY GROVE FIRE DEPT.,HOLLY GROVE FIRE DEPT.,HOLLY GROVE FIRE DEPT.,,,,,,,,,,
Count,5,26,3,9,16,23,18,4,14,14,7,12,151
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,7,2,10,8,9,14,2,11,4,5,9,83
Page 64 of 124,Page 64 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:12 EST 2011,Fri Mar 11 10:01:12 EST 2011
