Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”,Name: “Table 1 of 1 on page 96 of 124”
Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96,Table: 96
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
16903,Gate City,,,,,,,,,,,,
Count,8,5,7,16,8,6,5,13,1,20,10,9,108
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,1,1,4,4,2,4,5,2,2,2,5,35
16905,Nickelsville Fire,Nickelsville Fire,,,,,,,,,,,
Count,1,2,2,2,1,1,1,1,1,1,1,2,16
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,0,0,0,0,0,0,0,0,1
16906,Weber City Fire,Weber City Fire,,,,,,,,,,,
Count,3,0,3,1,3,4,7,6,2,0,2,3,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,1,0,2,1,0,0,5,1,11
16907,Ft. Blackmore Fire,Ft. Blackmore Fire,,,,,,,,,,,
Count,1,2,1,5,0,0,2,4,2,1,1,4,23
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,1,2,0,0,0,0,0,0,3
Aid Given,3,2,0,2,0,0,0,1,1,0,1,0,10
Page 96 of 124,Page 96 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:50 EST 2011,Fri Mar 11 10:12:50 EST 2011
