Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”,Name: “Table 1 of 1 on page 109 of 124”
Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109,Table: 109
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,OAK GROVE VOLUNTEER,OAK GROVE VOLUNTEER,OAK GROVE VOLUNTEER,,,,,,,,,,
19303,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,19,25,37,38,22,22,26,24,27,25,23,32,320
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,4,9,7,7,7,13,10,7,6,10,9,100
,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,WESTMORELAND VOL. FIRE,,,,,,,,,,
19304,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,10,12,11,13,12,4,20,16,22,25,24,33,202
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,1,6,5,13,9,13,47
19501,VALLEY VOL. FIRE DEPT.,VALLEY VOL. FIRE DEPT.,VALLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,29,26,24,19,26,25,24,24,18,14,10,31,270
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,Coeburn Vol. Fire Department,,,,,,,,,,
19516,,,,,,,,,,,,,
Count,17,13,15,10,7,15,10,4,7,8,9,12,127
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 109 of 124,Page 109 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:52 EST 2011,Fri Mar 11 10:12:52 EST 2011
