Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”,Name: “Table 1 of 1 on page 65 of 124”
Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65,Table: 65
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,LOCUST CREEK VOL. FIRE,LOCUST CREEK VOL. FIRE,LOCUST CREEK VOL. FIRE,,,,,,,,,,
10903,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,32,38,29,18,12,7,16,19,7,21,17,22,238
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
10904,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,LOUISA VOL. FIRE DEPT.,,,,,,,,,,
Count,36,91,72,59,49,73,50,41,67,39,68,54,699
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,30,31,18,7,12,11,12,12,15,10,11,18,187
10905,MINERAL VOL. FIRE DEPT.,MINERAL VOL. FIRE DEPT.,MINERAL VOL. FIRE DEPT.,,,,,,,,,,
Count,44,84,48,40,47,34,45,26,31,33,42,37,511
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,10,15,20,8,10,18,14,8,16,8,3,11,141
,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,Trevilians Volunteer Fire Dep.,,,,,,,,,,
10906,,,,,,,,,,,,,
Count,0,0,0,0,0,0,0,1,0,0,0,0,1
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 65 of 124,Page 65 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:12 EST 2011,Fri Mar 11 10:01:12 EST 2011
