Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”,Name: “Table 1 of 1 on page 98 of 124”
Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98,Table: 98
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17151,STRASBURG VOL. FIRE,STRASBURG VOL. FIRE,,,,,,,,,,,
Count,39,41,23,28,29,27,22,22,35,21,17,31,335
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,4,7,4,3,10,11,4,7,4,5,5,67
17301,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,ADWOLFE VOL. FIRE DEPT.,,,,,,,,,,
Count,6,9,4,9,4,9,3,5,3,4,8,11,75
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,2,1,0,2,0,0,0,0,1,0,9
17302,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,ATKINS VOL. FIRE DEPT.,,,,,,,,,,
Count,9,7,5,8,6,9,7,10,8,3,2,0,74
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,2,1,1,0,0,0,0,0,0,0,4
,CHILHOWIE FIRE,CHILHOWIE FIRE,,,,,,,,,,,
17303,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,73,89,90,86,80,71,72,74,69,78,99,116,997
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,2,0,1,0,1,0,3,0,2,10
Page 98 of 124,Page 98 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:50 EST 2011,Fri Mar 11 10:12:50 EST 2011
