Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”,Name: “Table 1 of 1 on page 49 of 124”
Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49,Table: 49
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
08303,HALIFAX VOL. FIRE DEPT.,HALIFAX VOL. FIRE DEPT.,HALIFAX VOL. FIRE DEPT.,,,,,,,,,,
Count,22,21,30,26,27,19,16,11,20,14,17,19,242
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,4,1,1,3,4,4,6,4,11,6,50
08305,MIDWAY VOL. FIRE DEPT.,MIDWAY VOL. FIRE DEPT.,MIDWAY VOL. FIRE DEPT.,,,,,,,,,,
Count,1,1,0,0,0,0,0,0,0,0,0,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,1,0,0,0,0,0,0,0,0,0,0,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
,NORTH HALIFAX VOL. FIRE,NORTH HALIFAX VOL. FIRE,NORTH HALIFAX VOL. FIRE,,,,,,,,,,
08306,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,43,33,45,42,39,49,52,38,37,30,32,63,503
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,1,0,0,1,0,0,0,0,0,4
08307,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,OAK LEVEL VOL. FIRE DEPT.,,,,,,,,,,
Count,10,9,9,17,10,12,5,17,12,13,10,17,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,0,0,0,0,0,0,1,2,1,8
Page 49 of 124,Page 49 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:58 EST 2011,Fri Mar 11 09:48:58 EST 2011
