Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”,Name: “Table 1 of 1 on page 115 of 124”
Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115,Table: 115
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
59500,Emporia Fire Department,Emporia Fire Department,,,,,,,,,,,
Count,27,25,25,29,28,32,37,33,36,24,28,29,353
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,2,1,1,1,1,0,1,0,1,1,12
,FAIRFAX CITY FIRE,FAIRFAX CITY FIRE,,,,,,,,,,,
60000,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,290,279,303,253,297,338,261,300,300,272,258,269,"3,420"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,220,210,219,215,218,207,187,166,225,195,180,212,"2,454"
62000,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,Franklin Fire & Rescue Dept.,,,,,,,,,,
Count,186,162,149,171,192,93,179,171,193,195,169,183,"2,043"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,9,8,7,3,10,7,3,9,0,3,70
62001,HUNTERDALE VOL FIRE,HUNTERDALE VOL FIRE,,,,,,,,,,,
Count,13,7,13,4,10,14,9,5,5,4,2,4,90
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,39,28,25,25,30,22,30,28,31,47,26,32,363
Page 115 of 124,Page 115 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:21:40 EST 2011,Fri Mar 11 10:21:40 EST 2011
