Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”,Name: “Table 1 of 1 on page 44 of 124”
Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44,Table: 44
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06921,Millwood Station,Millwood Station,,,,,,,,,,,
Count,59,56,72,52,66,0,0,0,0,0,0,0,305
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,11,6,8,0,0,0,0,0,0,0,33
07110,EGGLESTON VOL. FIRE,EGGLESTON VOL. FIRE,,,,,,,,,,,
Count,1,1,0,0,0,0,0,0,0,0,0,0,2
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,0,0,0,0,0,0,0,0,0,3
07130,NARROWS VOL. FIRE DEPT.,NARROWS VOL. FIRE DEPT.,NARROWS VOL. FIRE DEPT.,,,,,,,,,,
Count,3,5,28,10,5,4,12,4,5,6,4,3,89
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,0,0,0,0,0,0,0,0,1
Aid Given,0,0,1,0,0,0,0,0,0,0,0,0,1
07140,NEWPORT VOL. FIRE DEPT.,NEWPORT VOL. FIRE DEPT.,NEWPORT VOL. FIRE DEPT.,,,,,,,,,,
Count,6,1,2,2,2,6,4,1,5,0,0,0,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,1,2,2,1,3,0,0,0,10
Page 44 of 124,Page 44 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:57 EST 2011,Fri Mar 11 09:48:57 EST 2011
