Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”,Name: “Table 1 of 1 on page 9 of 124”
Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9,Table: 9
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01300,ARLINGTON CO. FIRE DEPT.,ARLINGTON CO. FIRE DEPT.,ARLINGTON CO. FIRE DEPT.,,,,,,,,,,
Count,"1,919","1,998","1,593","1,657","1,562","1,694","1,814","1,558","1,417","1,478","1,331","1,431","19,452"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,191,217,207,220,223,240,260,163,155,148,183,226,"2,433"
01502,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,DEERFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,19,12,20,11,19,15,16,10,11,6,5,12,156
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,1,0,1
,MIDDLEBROOK VOL. FIRE,MIDDLEBROOK VOL. FIRE,MIDDLEBROOK VOL. FIRE,,,,,,,,,,
01503,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,24,23,27,12,16,17,14,24,22,16,16,12,223
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,13,6,3,3,4,3,4,6,9,7,59
,CHURCHVILLE VOL. FIRE,CHURCHVILLE VOL. FIRE,CHURCHVILLE VOL. FIRE,,,,,,,,,,
01504,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,48,36,38,46,60,33,39,32,29,41,21,30,453
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,1,9,7,7,7,9,4,14,6,7,9,85
Page 9 of 124,Page 9 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:55 EST 2011,Fri Mar 11 09:41:55 EST 2011
