Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”,Name: “Table 1 of 1 on page 3 of 124”
Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3,Table: 3
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00105,SAXIS VOL. FIRE DEPT.,SAXIS VOL. FIRE DEPT.,,,,,,,,,,,
Count,2,3,3,1,4,2,7,5,1,0,2,3,33
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,4,3,5,4,2,2,2,5,2,3,35
00106,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,BLOXOM VOL. FIRE DEPT.,,,,,,,,,,
Count,12,13,8,12,14,7,13,7,5,7,8,7,113
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,3,5,5,5,5,5,4,7,6,4,7,62
00107,"Parksley Vol. Fire Co., Inc.","Parksley Vol. Fire Co., Inc.","Parksley Vol. Fire Co., Inc.",,,,,,,,,,
Count,19,20,12,15,17,16,15,16,17,11,18,12,188
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,2,6,11,14,14,11,5,8,6,5,11,99
00108,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,TASLEY VOL. FIRE DEPT.,,,,,,,,,,
Count,12,6,6,7,7,13,19,7,15,8,4,12,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,10,10,7,5,10,5,8,5,6,9,81
Page 3 of 124,Page 3 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:53 EST 2011,Fri Mar 11 09:41:53 EST 2011
