Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”,Name: “Table 1 of 1 on page 19 of 124”
Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19,Table: 19
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
02504,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,EBONY VOL. FIRE DEPT.,,,,,,,,,,
Count,2,3,1,0,1,2,0,1,1,1,0,1,13
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,1,0,1,2
,Gasburg Volunteer Fire,Gasburg Volunteer Fire,,,,,,,,,,,
02505,,,,,,,,,,,,,
,Departm,,,,,,,,,,,,
Count,5,1,2,1,0,4,4,1,4,5,2,9,38
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,1,5,3,5,1,4,2,1,2,6,33
02506,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,Lawrenceville Vol. Fire Dept.,,,,,,,,,,
Count,29,34,31,26,24,28,24,35,42,48,26,36,383
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,8,12,6,9,12,4,11,11,9,12,7,113
02507,TRIPLET VOL. FIRE DEPT.,TRIPLET VOL. FIRE DEPT.,TRIPLET VOL. FIRE DEPT.,,,,,,,,,,
Count,6,7,5,3,0,4,3,4,0,2,1,8,43
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,0,0,0,2,0,1,2,0,1,8
Page 19 of 124,Page 19 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:56 EST 2011,Fri Mar 11 09:41:56 EST 2011
