Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”,Name: “Table 1 of 1 on page 68 of 124”
Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68,Table: 68
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,LaCrosse Volunteer Fire Depart,,,,,,,,,,
11705,,,,,,,,,,,,,
Count,14,12,8,13,5,3,8,15,7,12,6,13,116
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,8,13,2,9,12,7,9,3,10,10,11,106
,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,PALMER SPRINGS VOL. FIRE,,,,,,,,,,
11706,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,2,1,3,4,6,3,4,2,2,3,2,35
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,3,0,0,1,2,3,2,1,0,0,15
11707,SOUTH HILL VOL. FIRE,SOUTH HILL VOL. FIRE,,,,,,,,,,,
Count,37,32,32,20,38,43,35,38,38,27,38,52,430
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,0,2,0,3,3,4,8,3,2,1,5,35
,LAKE GASTON VOL. FIRE,LAKE GASTON VOL. FIRE,LAKE GASTON VOL. FIRE,,,,,,,,,,
11708,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,10,4,7,1,13,7,1,3,5,4,4,0,59
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,1,0,2,6,0,2,1,0,0,0,15
Page 68 of 124,Page 68 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:12 EST 2011,Fri Mar 11 10:01:12 EST 2011
