Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”,Name: “Table 1 of 1 on page 8 of 124”
Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8,Table: 8
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00901,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,AMHERST VOL. FIRE DEPT.,,,,,,,,,,
Count,14,12,18,16,13,13,16,16,10,14,17,13,172
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,7,5,7,10,7,3,5,6,3,1,12,73
,MONELISON VOLUNTEER,MONELISON VOLUNTEER,MONELISON VOLUNTEER,,,,,,,,,,
00902,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,24,32,33,29,34,28,37,32,21,38,26,39,373
Exposures,0,0,0,0,0,0,1,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,4,4,3,3,2,5,5,2,3,3,1,37
00903,Pedlar Fire & Rescue,Pedlar Fire & Rescue,,,,,,,,,,,
Count,7,2,4,3,4,2,1,4,6,1,2,1,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,5,1,2,0,3,4,1,3,3,4,29
,APPOMATTOX VOL. FIRE,APPOMATTOX VOL. FIRE,APPOMATTOX VOL. FIRE,,,,,,,,,,
01101,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,26,30,27,19,27,16,23,19,18,25,28,29,287
Exposures,1,0,0,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,2,2,1,2,0,0,0,0,3,0,16
Page 8 of 124,Page 8 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:55 EST 2011,Fri Mar 11 09:41:55 EST 2011
