Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”,Name: “Table 1 of 1 on page 97 of 124”
Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97,Table: 97
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
17109,TOMS BROOK,TOMS BROOK,,,,,,,,,,,
Count,11,31,19,16,12,15,11,13,19,15,30,27,219
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,4,0,0,2,0,1,2,0,9
Aid Given,15,2,3,5,9,2,13,7,15,6,2,2,81
17112,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,WOODSTOCK FIRE DEPT.,,,,,,,,,,
Count,38,32,30,35,37,28,28,35,42,29,37,33,404
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,9,13,4,7,8,10,6,11,6,11,7,99
,FORT VALLEY VOL. FIRE,FORT VALLEY VOL. FIRE,FORT VALLEY VOL. FIRE,,,,,,,,,,
17114,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,8,7,0,0,0,0,0,0,0,0,0,18
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,0,1
17115,Edinburg Fire Department,Edinburg Fire Department,,,,,,,,,,,
Count,16,8,16,10,16,8,15,15,15,4,14,13,150
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,5,11,11,7,5,9,13,9,9,11,103
Page 97 of 124,Page 97 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:50 EST 2011,Fri Mar 11 10:12:50 EST 2011
