Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”,Name: “Table 1 of 1 on page 89 of 124”
Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89,Table: 89
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CHESTER GAP VOL. FIRE,CHESTER GAP VOL. FIRE,CHESTER GAP VOL. FIRE,,,,,,,,,,
15706,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,8,2,10,1,13,1,1,0,0,1,6,23,66
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,8,1,3,0,0,0,0,0,7,6,30
,RICHMOND CO. VOL. FIRE,RICHMOND CO. VOL. FIRE,RICHMOND CO. VOL. FIRE,,,,,,,,,,
15901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,1,13,4,2,0,0,0,0,0,0,0,0,20
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,0,0,0,0,0,0,0,0,0,1
,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,Roanoke County Fire & Rescue,,,,,,,,,,
16100,,,,,,,,,,,,,
Count,911,858,876,930,"1,023","1,110","1,185","1,106","1,111","1,126","1,053","1,078","12,367"
Exposures,0,0,0,1,1,0,0,0,1,0,0,2,5
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,27,16,21,17,25,31,28,25,35,24,15,27,291
16102,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,VINTON VOL. FIRE DEPT.,,,,,,,,,,
Count,7,9,14,7,5,0,0,0,0,0,0,0,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 89 of 124,Page 89 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:49 EST 2011,Fri Mar 11 10:12:49 EST 2011
