Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”,Name: “Table 1 of 1 on page 112 of 124”
Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112,Table: 112
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
19706,WYTHEVILLE,,,,,,,,,,,,
Count,19,15,17,22,23,14,16,17,12,21,11,18,205
Exposures,0,0,0,0,0,1,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,2,1,0,0,1,2,0,0,6
19900,COUNTY OF YORK,COUNTY OF YORK,,,,,,,,,,,
Count,629,544,630,633,658,665,766,772,652,689,621,676,"7,935"
Exposures,0,2,2,0,0,0,0,0,0,0,0,0,4
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,55,43,55,68,75,86,77,70,83,77,50,58,797
51000,Alexandria Fire Department,Alexandria Fire Department,Alexandria Fire Department,,,,,,,,,,
Count,"1,371","1,482","1,405","1,417","1,555","1,594","1,756","1,651","1,346","1,417","1,309","1,392","17,695"
Exposures,0,3,0,4,2,2,0,0,2,0,0,0,13
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,1,1,0,0,0,0,0,2
51500,Bedford Vol. Fire Department,Bedford Vol. Fire Department,Bedford Vol. Fire Department,,,,,,,,,,
Count,72,50,56,72,54,56,82,69,86,54,60,67,778
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,11,11,10,11,6,12,11,11,20,13,12,141
Page 112 of 124,Page 112 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:21:37 EST 2011,Fri Mar 11 10:21:37 EST 2011
