Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”,Name: “Table 1 of 1 on page 75 of 124”
Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75,Table: 75
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,GORDONSVILLE VOL. FIRE,GORDONSVILLE VOL. FIRE,GORDONSVILLE VOL. FIRE,,,,,,,,,,
13702,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,10,7,11,21,15,14,10,6,12,11,9,6,132
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,23,27,16,20,22,35,16,23,31,18,20,21,272
,LAKE OF THE WOODS VOL.,LAKE OF THE WOODS VOL.,LAKE OF THE WOODS VOL.,,,,,,,,,,
13703,,,,,,,,,,,,,
,FIRE DP,,,,,,,,,,,,
Count,23,44,20,23,27,29,27,38,25,34,17,26,333
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,5,10,5,4,4,1,1,4,1,1,3,2,41
Aid Given,11,3,6,6,5,4,5,0,1,2,3,5,51
13705,ORANGE VOL. FIRE CO.,ORANGE VOL. FIRE CO.,,,,,,,,,,,
Count,42,55,43,51,40,42,56,51,39,43,33,0,495
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,5,11,9,10,7,9,9,14,7,10,0,99
13901,LURAY VOL. FIRE DEPT.,LURAY VOL. FIRE DEPT.,,,,,,,,,,,
Count,0,0,2,0,1,0,2,19,26,11,0,0,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,1,0,0,0,1
Page 75 of 124,Page 75 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:13 EST 2011,Fri Mar 11 10:01:13 EST 2011
