Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”,Name: “Table 1 of 1 on page 31 of 124”
Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31,Table: 31
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,LITTLE FORK VFD & RESCUE,LITTLE FORK VFD & RESCUE,LITTLE FORK VFD & RESCUE,,,,,,,,,,
04706,,,,,,,,,,,,,
,CO.,,,,,,,,,,,,
Count,16,19,21,19,14,15,21,15,8,12,18,16,194
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,6,6,5,2,3,1,8,7,6,9,60
,REVA VOL. FIRE & RESCUE,REVA VOL. FIRE & RESCUE,REVA VOL. FIRE & RESCUE,,,,,,,,,,
04707,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,2,3,5,3,2,6,2,4,8,2,2,42
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,13,13,10,4,4,4,9,12,22,14,24,134
,CARTERSVILLE VOL. FIRE,CARTERSVILLE VOL. FIRE,CARTERSVILLE VOL. FIRE,,,,,,,,,,
04901,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,8,5,4,5,6,5,0,0,2,0,0,0,35
Exposures,0,0,1,0,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,3,1,0,0,2,0,1,0,0,0,9
,CUMBERLAND VOL. FIRE,CUMBERLAND VOL. FIRE,CUMBERLAND VOL. FIRE,,,,,,,,,,
04902,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,0,0,0,0,3,2,2,0,9,5,3,0,24
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,2,0,2,0,4
Page 31 of 124,Page 31 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:59 EST 2011,Fri Mar 11 09:41:59 EST 2011
