Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”,Name: “Table 1 of 1 on page 119 of 124”
Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119,Table: 119
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
73000,Petersburg Fire and Rescue,Petersburg Fire and Rescue,Petersburg Fire and Rescue,,,,,,,,,,
Count,288,271,283,363,366,383,346,329,366,330,314,295,"3,934"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,2,3,5,8,5,2,2,6,4,4,3,48
73500,Poquoson Fire/Rescue,Poquoson Fire/Rescue,,,,,,,,,,,
Count,92,105,93,86,91,88,114,122,101,106,63,73,"1,134"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,0,2,1,1,1,2,0,0,0,0,9
74000,Portsmouth Fire Department,Portsmouth Fire Department,Portsmouth Fire Department,,,,,,,,,,
Count,"1,317","1,295","1,340","1,408","1,447","1,401","1,487","1,355","1,333","1,351","1,353","1,496","16,583"
Exposures,0,1,0,0,0,0,2,0,0,0,0,0,3
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,4,2,5,0,3,2,1,4,2,3,30
75000,Radford Fire Department,Radford Fire Department,,,,,,,,,,,
Count,33,28,36,54,36,44,45,40,64,79,49,37,545
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,1,0,0,0,2,0,0,4
Page 119 of 124,Page 119 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:35:27 EST 2011,Fri Mar 11 10:35:27 EST 2011
