Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”,Name: “Table 1 of 1 on page 38 of 124”
Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38,Table: 38
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
06304,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,Floyd Co. Vol. Fire Dept. #4,,,,,,,,,,
Count,4,3,0,3,1,2,5,1,2,0,5,3,29
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,0,3,2,1,0,0,0,0,1,0,8
,Lake Monticello Fire Departmen,Lake Monticello Fire Departmen,Lake Monticello Fire Departmen,,,,,,,,,,
06504,,,,,,,,,,,,,
Count,34,68,37,36,40,49,30,41,36,36,25,28,460
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,14,13,18,13,8,9,8,11,10,12,14,13,143
06700,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,Frankllin County Emerg Srvs.,,,,,,,,,,
Count,3,5,135,221,209,162,199,193,157,181,153,131,"1,749"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,8,52,63,61,50,37,54,66,52,40,22,514
06701,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,Boones Mill Vol. Fire Dept.,,,,,,,,,,
Count,10,13,8,18,15,14,14,16,11,17,7,13,156
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,1,2,0,0,0,0,0,0,3
Page 38 of 124,Page 38 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:57 EST 2011,Fri Mar 11 09:48:57 EST 2011
