Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”,Name: “Table 1 of 1 on page 17 of 124”
Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17,Table: 17
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,TROUTVILLE FIRE,TROUTVILLE FIRE,,,,,,,,,,,
02302,,,,,,,,,,,,,
,DEPARTMENT,DEPARTMENT,,,,,,,,,,,
Count,19,24,17,29,32,17,32,19,32,28,16,34,299
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,12,19,17,10,15,14,30,9,15,13,11,19,184
02303,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,BUCHANAN VOL. FIRE DEPT.,,,,,,,,,,
Count,17,17,17,11,0,0,0,0,0,0,0,0,62
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,2,2,5,0,0,0,0,0,0,0,0,11
02304,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,FINCASTLE VOL. FIRE DEPT.,,,,,,,,,,
Count,13,16,16,12,8,12,0,9,0,0,1,0,87
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,5,4,9,3,6,0,5,0,0,0,0,43
02305,EAGLE ROCK VOL. FIRE,EAGLE ROCK VOL. FIRE,,,,,,,,,,,
Count,5,8,6,6,2,4,5,9,7,7,4,0,63
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,3,5,2,2,1,4,6,6,2,0,38
Page 17 of 124,Page 17 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:56 EST 2011,Fri Mar 11 09:41:56 EST 2011
