Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”,Name: “Table 1 of 1 on page 113 of 124”
Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113,Table: 113
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
52000,MAIN STATION,MAIN STATION,,,,,,,,,,,
Count,204,158,181,213,167,204,200,222,168,191,164,196,"2,268"
Exposures,0,0,0,0,0,0,0,2,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,13,12,17,7,12,15,13,14,12,27,18,15,175
53000,Buena Vista Fire Department,Buena Vista Fire Department,Buena Vista Fire Department,,,,,,,,,,
Count,20,8,10,12,21,12,21,18,23,13,23,22,203
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,27,13,16,14,12,15,18,11,24,13,20,20,203
54000,Charlottesville Fire Dept.,Charlottesville Fire Dept.,,,,,,,,,,,
Count,356,384,355,337,364,498,341,354,398,345,357,303,"4,392"
Exposures,2,0,0,0,0,1,0,0,2,0,0,0,5
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,0,2,1,0,1,0,1,2,9
55000,Chesapeake Fire Department,Chesapeake Fire Department,Chesapeake Fire Department,,,,,,,,,,
Count,"2,187","1,807","2,046","2,053","2,122","2,209","2,195","2,012","2,022","2,060","1,897","2,215","24,825"
Exposures,0,2,1,0,5,2,3,3,0,1,3,12,32
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,3,8,7,5,5,9,8,5,8,2,4,71
Page 113 of 124,Page 113 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:21:39 EST 2011,Fri Mar 11 10:21:39 EST 2011
