Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”,Name: “Table 1 of 1 on page 79 of 124”
Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79,Table: 79
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,HURT Volunteer Fire,HURT Volunteer Fire,,,,,,,,,,,
14302,,,,,,,,,,,,,
,Department,,,,,,,,,,,,
Count,11,21,0,6,10,13,17,6,17,35,17,17,170
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,1,2,3,2,5,2,2,2,0,2,22
14303,RENAN,,,,,,,,,,,,
Count,2,3,4,3,2,3,3,2,5,2,5,3,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,1,0,0,2,2,0,0,1,1,0,2,11
,TUNSTALL VOL. FIRE &,TUNSTALL VOL. FIRE &,,,,,,,,,,,
14305,,,,,,,,,,,,,
,RESCUE,,,,,,,,,,,,
Count,43,55,43,37,41,36,38,25,43,39,32,41,473
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,7,5,8,12,6,13,3,6,6,4,6,85
14306,MOUNT HERMON,MOUNT HERMON,,,,,,,,,,,
Count,42,45,32,33,42,30,49,36,35,38,43,43,468
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,3,7,4,4,5,4,3,2,6,13,56
Page 79 of 124,Page 79 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:14 EST 2011,Fri Mar 11 10:01:14 EST 2011
