Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”,Name: “Table 1 of 1 on page 30 of 124”
Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30,Table: 30
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,CULPEPER COUNTY VOL,,,,,,,,,,
04702,,,,,,,,,,,,,
,FIRE DEPAR,,,,,,,,,,,,
Count,47,66,60,67,56,65,50,54,66,76,51,64,722
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,2,2,0,0,4,10,8,9,10,17,64
,RICHARDSVILLE VOL. FIRE,RICHARDSVILLE VOL. FIRE,RICHARDSVILLE VOL. FIRE,,,,,,,,,,
04703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,3,1,7,4,3,2,2,0,3,4,2,3,34
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,1,0,0,0,0,1
Aid Given,2,0,1,1,1,2,1,0,1,0,0,0,9
04704,SALEM VOL. FIRE DEPT.,SALEM VOL. FIRE DEPT.,,,,,,,,,,,
Count,18,27,17,16,15,11,15,14,20,23,28,0,204
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
04705,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,RAPIDAN VOL. FIRE DEPT.,,,,,,,,,,
Count,1,0,0,0,0,2,0,0,0,0,0,0,3
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,0,0,0,1,0,0,1,1,0,0,0,8
Page 30 of 124,Page 30 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:59 EST 2011,Fri Mar 11 09:41:59 EST 2011
