Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”,Name: “Table 1 of 1 on page 35 of 124”
Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35,Table: 35
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,Warrenton,Volunteer Fire,,,,,,,,,,,
06101,,,,,,,,,,,,,
,Comp,,,,,,,,,,,,
Count,79,117,82,76,71,70,79,77,90,87,82,93,"1,003"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,19,17,16,18,26,15,23,14,23,15,21,36,243
06102,Remington Fire and Rescue,Remington Fire and Rescue,Remington Fire and Rescue,,,,,,,,,,
Count,24,18,12,20,12,16,19,36,32,18,20,25,252
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,4,1,6,1,1,2,0,2,5,3,9,40
06103,Marshall Fire Dept,Marshall Fire Dept,,,,,,,,,,,
Count,46,31,28,34,38,24,36,26,43,47,31,49,433
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,8,2,2,5,2,2,1,3,5,1,2,38
,The Plains Fire and Rescue,The Plains Fire and Rescue,The Plains Fire and Rescue,,,,,,,,,,
06104,,,,,,,,,,,,,
,Dep,,,,,,,,,,,,
Count,22,18,12,17,17,0,17,15,8,3,0,0,129
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
Page 35 of 124,Page 35 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:48:56 EST 2011,Fri Mar 11 09:48:56 EST 2011
