Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”,Name: “Table 1 of 1 on page 7 of 124”
Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7,Table: 7
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00701,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,AMELIA CO. VOL. FIRE DEPT.,,,,,,,,,,
Count,9,16,11,8,15,12,14,18,9,5,12,12,141
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,4,5,4,6,4,5,5,6,3,3,7,63
00702,MANNBORO VOL. FIRE,MANNBORO VOL. FIRE,,,,,,,,,,,
Count,7,9,3,12,9,5,13,12,9,7,3,9,98
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,1,1,0,0,0,0,0,0,0,1,1,4
00703,JETERSVILLE VOL. FIRE,JETERSVILLE VOL. FIRE,,,,,,,,,,,
Count,6,4,6,12,12,2,8,9,11,9,20,23,122
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,3,5,6,5,5,5,5,2,3,5,52
00705,PAINVILLE VOL. FIRE DEPT.,PAINVILLE VOL. FIRE DEPT.,PAINVILLE VOL. FIRE DEPT.,,,,,,,,,,
Count,8,3,6,7,3,6,6,2,10,5,5,0,61
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,4,1,1,2,1,2,1,0,2,1,3,24
Page 7 of 124,Page 7 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:54 EST 2011,Fri Mar 11 09:41:54 EST 2011
