Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”,Name: “Table 1 of 1 on page 5 of 124”
Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5,Table: 5
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
00118,ONLEY VOL. FIRE DEPT.,ONLEY VOL. FIRE DEPT.,,,,,,,,,,,
Count,3,3,3,9,5,6,10,4,8,1,6,2,60
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,6,5,5,2,5,11,8,7,4,5,5,67
00121,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,TANGIER VOL. FIRE DEPT.,,,,,,,,,,
Count,11,2,5,1,3,5,4,2,3,1,0,0,37
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,1,0,1
Aid Given,0,0,0,0,0,0,0,0,0,0,0,0,0
00300,Albemarle Co.Fire Rescue,Albemarle Co.Fire Rescue,,,,,,,,,,,
Count,482,620,555,514,647,605,598,564,519,535,454,519,"6,612"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,27,23,18,22,22,23,19,20,32,24,15,32,277
,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,BOILING SPRINGS VOL. FIRE,,,,,,,,,,
00501,,,,,,,,,,,,,
,DEPT,,,,,,,,,,,,
Count,11,12,13,8,17,10,9,14,14,10,14,11,143
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,1,1,0,1,1,1,1,0,1,8
Page 5 of 124,Page 5 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:53 EST 2011,Fri Mar 11 09:41:53 EST 2011
