Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”,Name: “Table 1 of 1 on page 10 of 124”
Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10,Table: 10
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,WEYERS CAVE VOL. FIRE,WEYERS CAVE VOL. FIRE,WEYERS CAVE VOL. FIRE,,,,,,,,,,
01505,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,40,37,25,24,43,67,44,46,43,32,34,37,472
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,15,16,20,16,16,13,18,17,13,16,24,195
01506,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,VERONA FIRE DEPARTMENT,,,,,,,,,,
Count,53,54,34,59,56,62,49,38,31,23,45,48,552
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,3,2,5,10,2,7,9,8,2,3,7,58
,STUARTS DRAFT VOL. FIRE,STUARTS DRAFT VOL. FIRE,STUARTS DRAFT VOL. FIRE,,,,,,,,,,
01507,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,68,74,68,50,72,87,83,69,73,42,74,74,834
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,21,9,16,20,21,8,14,14,9,9,12,20,173
01508,CRAIGSVILLE VOL. FIRE,CRAIGSVILLE VOL. FIRE,CRAIGSVILLE VOL. FIRE,,,,,,,,,,
Count,32,42,39,49,38,34,39,40,47,50,33,49,492
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,1,0,0,0,0,2
Page 10 of 124,Page 10 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:55 EST 2011,Fri Mar 11 09:41:55 EST 2011
