Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”,Name: “Table 1 of 1 on page 51 of 124”
Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51,Table: 51
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
08501,ASHLAND VOL. FIRE DEPT.,ASHLAND VOL. FIRE DEPT.,ASHLAND VOL. FIRE DEPT.,,,,,,,,,,
Count,106,94,116,116,124,122,120,105,99,117,84,108,"1,311"
Exposures,0,0,0,1,0,0,0,0,0,0,0,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,5,4,4,4,4,3,3,4,4,14,22,74
08502,BEAVERDAM VOL. FIRE,BEAVERDAM VOL. FIRE,,,,,,,,,,,
Count,6,8,11,10,14,5,12,6,7,5,19,14,117
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,1,2,6,1,0,7,1,4,4,29
,EASTERN HANOVER VOL,EASTERN HANOVER VOL,EASTERN HANOVER VOL,,,,,,,,,,
08503,,,,,,,,,,,,,
,FIRE DEPT,,,,,,,,,,,,
Count,42,52,52,40,53,42,46,70,54,55,32,41,579
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,2,5,13,6,3,7,8,12,6,7,3,80
08504,DOSWELL VOL. FIRE DEPT.,DOSWELL VOL. FIRE DEPT.,DOSWELL VOL. FIRE DEPT.,,,,,,,,,,
Count,26,29,24,20,38,34,39,24,33,28,24,32,351
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,10,11,13,9,10,11,8,7,8,6,10,109
Page 51 of 124,Page 51 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:07 EST 2011,Fri Mar 11 10:01:07 EST 2011
