Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”,Name: “Table 1 of 1 on page 57 of 124”
Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57,Table: 57
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
09303,Smithfield Vol. Fire Dept.,Smithfield Vol. Fire Dept.,,,,,,,,,,,
Count,21,25,38,35,43,30,46,43,31,33,39,47,431
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,0,0,0,0,2,0,0,0,0,0,4
09304,Windsor Vol. Fire Dept.,Windsor Vol. Fire Dept.,,,,,,,,,,,
Count,15,12,13,15,19,20,15,16,22,29,21,25,222
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,2,0,1,0,0,0,1,1,6
09305,Rushmere Vol. Fire Dept.,Rushmere Vol. Fire Dept.,,,,,,,,,,,
Count,2,2,3,2,4,6,5,6,4,2,1,2,39
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,1,0,0,0,0,1,1,1,1,2,7
,James City Co. Fire,James City Co. Fire,,,,,,,,,,,
09500,,,,,,,,,,,,,
,Department,,,,,,,,,,,,
Count,598,536,596,704,669,700,702,744,736,681,615,692,"7,973"
Exposures,0,0,1,1,1,1,2,0,1,0,0,0,7
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,41,48,50,44,47,63,90,65,57,48,49,62,664
Page 57 of 124,Page 57 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:10 EST 2011,Fri Mar 11 10:01:10 EST 2011
