Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”,Name: “Table 1 of 1 on page 77 of 124”
Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77,Table: 77
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,MEADOWS OF DAN VOL.,MEADOWS OF DAN VOL.,MEADOWS OF DAN VOL.,,,,,,,,,,
14104,,,,,,,,,,,,,
,FIRE DEPT.,,,,,,,,,,,,
Count,2,3,8,1,2,7,1,0,1,0,0,0,25
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,3,4,3,4,2,1,1,0,0,0,19
,MOOREFIELD STORE VOL.,MOOREFIELD STORE VOL.,MOOREFIELD STORE VOL.,,,,,,,,,,
14105,,,,,,,,,,,,,
,FIRE DEP,,,,,,,,,,,,
Count,1,3,0,4,1,1,0,1,1,0,0,0,12
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,2,5,3,1,0,1,0,1,0,0,0,13
14106,STUART VOL. FIRE DEPT.,STUART VOL. FIRE DEPT.,STUART VOL. FIRE DEPT.,,,,,,,,,,
Count,21,18,22,20,22,31,29,27,12,29,19,11,261
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,3,3,3,3,3,2,2,0,3,5,32
,PATRICK-HENRY VOL. FIRE,PATRICK-HENRY VOL. FIRE,PATRICK-HENRY VOL. FIRE,,,,,,,,,,
14107,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,43,24,37,28,36,31,30,40,38,32,42,39,420
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,3,4,2,3,2,1,0,2,1,2,3,26
Page 77 of 124,Page 77 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:13 EST 2011,Fri Mar 11 10:01:13 EST 2011
