Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”,Name: “Table 1 of 1 on page 23 of 124”
Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23,Table: 23
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
03111,BROOKNEAL VOL. FIRE,BROOKNEAL VOL. FIRE,,,,,,,,,,,
Count,17,13,13,11,9,7,8,8,20,9,17,10,142
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,1,1,2,2,0,1,0,0,0,0,1,9
03112,BROOKVILLE VOL. FIRE,BROOKVILLE VOL. FIRE,,,,,,,,,,,
Count,27,19,21,25,22,22,25,29,22,21,33,39,305
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,5,1,3,6,5,1,2,4,3,4,5,45
03113,CONCORD VOL. FIRE DEPT.,CONCORD VOL. FIRE DEPT.,CONCORD VOL. FIRE DEPT.,,,,,,,,,,
Count,25,29,23,20,17,10,14,22,18,15,30,21,244
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,2,0,0,1,1,0,3,1,1,1,1,12
03114,GLADYS VOL. FIRE DEPT.,GLADYS VOL. FIRE DEPT.,GLADYS VOL. FIRE DEPT.,,,,,,,,,,
Count,8,16,5,5,6,6,7,5,9,3,9,14,93
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,4,0,2,4,0,2,2,2,2,1,27
Page 23 of 124,Page 23 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:57 EST 2011,Fri Mar 11 09:41:57 EST 2011
