Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”,Name: “Table 1 of 1 on page 92 of 124”
Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92,Table: 92
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,NATURAL BRIDGE VOL. FIRE,,,,,,,,,,
16309,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,27,26,35,31,45,31,36,29,31,33,21,39,384
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,4,5,6,3,2,2,5,5,1,5,6,45
,Headquarters Rockingham,Headquarters Rockingham,Headquarters Rockingham,,,,,,,,,,
16500,,,,,,,,,,,,,
,County,,,,,,,,,,,,
Count,11,14,23,24,13,15,29,23,22,16,19,6,215
Exposures,0,0,1,0,0,0,0,0,0,1,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,6,9,10,7,3,11,14,5,10,9,16,4,104
16501,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,SINGERS GLEN VOL. FIRE,,,,,,,,,,
Count,9,10,10,8,8,12,12,17,8,9,13,18,134
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,0,3,3,1,4,2,1,1,1,4,2,25
16502,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,BERGTON VOL. FIRE CO.,,,,,,,,,,
Count,6,6,4,4,3,3,2,3,3,5,3,3,45
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,3,0,0,2,0,1,1,1,1,9
Page 92 of 124,Page 92 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:49 EST 2011,Fri Mar 11 10:12:49 EST 2011
