Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”,Name: “Table 1 of 1 on page 62 of 124”
Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62,Table: 62
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
,MIDDLEBURG VOL. FIRE,MIDDLEBURG VOL. FIRE,,,,,,,,,,,
10703,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,6,4,7,8,11,4,4,9,17,12,15,13,110
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,4,3,3,3,6,3,3,9,4,6,4,9,57
10704,ROUND HILL VOL. FIRE,ROUND HILL VOL. FIRE,,,,,,,,,,,
Count,22,13,20,24,8,12,14,9,22,11,20,18,193
Exposures,0,0,0,0,0,0,0,0,0,0,0,1,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,3,6,4,8,1,0,2,0,2,4,1,8,39
10706,ASHBURN FIRE & RESCUE,ASHBURN FIRE & RESCUE,ASHBURN FIRE & RESCUE,,,,,,,,,,
Count,319,272,270,294,313,294,278,278,331,301,288,319,"3,557"
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,1,0,1,0,0,0,0,0,1,3
Aid Given,26,27,26,23,42,30,36,31,31,19,38,44,373
10707,ALDIE VOL. FIRE DEPT.,ALDIE VOL. FIRE DEPT.,,,,,,,,,,,
Count,17,12,19,19,20,25,18,13,21,10,15,16,205
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,11,4,6,6,3,2,5,5,8,3,5,8,66
Page 62 of 124,Page 62 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:01:11 EST 2011,Fri Mar 11 10:01:11 EST 2011
