Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”,Name: “Table 1 of 1 on page 12 of 124”
Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12,Table: 12
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
01518,NEW HOPE,,,,,,,,,,,,
Count,10,18,20,26,33,35,24,19,20,31,34,25,295
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,5,12,17,11,10,17,9,11,4,8,12,125
,DOOMS/WILSON VOL.FIRE,DOOMS/WILSON VOL.FIRE,DOOMS/WILSON VOL.FIRE,,,,,,,,,,
01519,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,13,14,11,11,5,7,7,12,6,7,8,13,114
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,8,10,15,16,17,11,24,12,7,4,8,14,146
01521,MT SOLON,,,,,,,,,,,,
Count,36,25,19,31,17,24,29,16,15,15,20,14,261
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,3,4,4,5,5,1,4,7,4,9,2,50
,HOT SPRINGS VOL. FIRE &,HOT SPRINGS VOL. FIRE &,HOT SPRINGS VOL. FIRE &,,,,,,,,,,
01702,,,,,,,,,,,,,
,RESC.,,,,,,,,,,,,
Count,5,6,4,15,8,2,5,4,9,7,9,9,83
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,1,2,0,0,0,0,4
Page 12 of 124,Page 12 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 09:41:55 EST 2011,Fri Mar 11 09:41:55 EST 2011
