Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”,Name: “Table 1 of 1 on page 102 of 124”
Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102,Table: 102
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
18103,SURRY VOL. FIRE DEPT.,SURRY VOL. FIRE DEPT.,SURRY VOL. FIRE DEPT.,,,,,,,,,,
Count,16,17,13,13,16,15,23,21,38,16,12,11,211
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,1,1,1,0,1,1,0,1,1,8
18301,JARRATT VOL. FIRE DEPT.,JARRATT VOL. FIRE DEPT.,JARRATT VOL. FIRE DEPT.,,,,,,,,,,
Count,26,30,31,28,34,32,27,22,36,36,32,31,365
Exposures,0,0,0,0,0,2,0,0,0,0,0,0,2
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,1,0,1,2,0,0,0,0,5
,STONY CREEK VOL. FIRE,STONY CREEK VOL. FIRE,STONY CREEK VOL. FIRE,,,,,,,,,,
18302,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,4,1,9,9,8,4,11,13,4,3,8,7,81
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,0,0,0,1,2,0,1,0,1,0,0,0,5
18303,WAKEFIELD VOL. FIRE DEPT.,WAKEFIELD VOL. FIRE DEPT.,WAKEFIELD VOL. FIRE DEPT.,,,,,,,,,,
Count,2,9,5,8,9,7,0,8,12,5,7,12,84
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,5,3,2,0,2,1,0,1,5,4,1,2,26
Page 102 of 124,Page 102 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:51 EST 2011,Fri Mar 11 10:12:51 EST 2011
