Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”,Name: “Table 1 of 1 on page 83 of 124”
Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83,Table: 83
,,,,,,,,,,,,,
Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,Monthly Incident Counts,,,,,,,,,,
Report Period: 2010,Report Period: 2010,,,,,,,,,,,,
FDID,,FD Name,,,,,,,,,,,
,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sept,Oct,Nov,Dec,Total
14321,LAUREL GROVE,LAUREL GROVE,,,,,,,,,,,
Count,39,27,29,15,13,8,10,9,20,9,4,10,193
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,1,0,0,0,0,0,0,0,0,0,0,1,2
,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,POWHATAN CO. VOL. FIRE,,,,,,,,,,
14501,,,,,,,,,,,,,
,DEPT.,,,,,,,,,,,,
Count,38,48,31,47,69,45,49,38,30,54,40,56,545
Exposures,0,0,0,0,0,0,0,0,0,0,1,0,1
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,9,4,5,5,3,4,2,3,2,3,3,2,45
14502,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,HUGUENOT VOL. FIRE DEPT.,,,,,,,,,,
Count,30,22,7,30,27,15,29,8,17,11,6,7,209
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,7,6,1,2,2,3,3,0,6,0,1,5,36
14503,MACON FIRE DEPT.,MACON FIRE DEPT.,,,,,,,,,,,
Count,9,5,4,3,5,7,4,0,5,6,6,3,57
Exposures,0,0,0,0,0,0,0,0,0,0,0,0,0
No Activity,0,0,0,0,0,0,0,0,0,0,0,0,0
Aid Given,2,0,1,1,0,0,1,1,0,0,1,0,7
Page 83 of 124,Page 83 of 124,,,,,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,NFIRS 5.0 National Reporting System,,,,Fri Mar 11 10:12:47 EST 2011,Fri Mar 11 10:12:47 EST 2011
